"corpus","user/it3/oct_GZQS3fc7aPtWJBbZbMEFoQ"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"accompany",7,2044271,44.87841,33.19376,1.342
"Treatment",2,573224,12.82240,9.30770,1.341
"crucial",6,1752376,38.46721,28.45413,1.340
"low",60,17682144,384.67209,287.11304,1.339
"emphasize",5,1459700,32.05601,23.70182,1.338
"standalone",1,279663,6.41120,4.54102,1.338
"setback",1,279819,6.41120,4.54355,1.337
"longitudinal",1,282184,6.41120,4.58195,1.328
"govern",5,1471762,32.05601,23.89767,1.328
"allow",79,23484318,506.48492,381.32559,1.327
"treatment",30,8915563,192.33604,144.76607,1.326
"infrastructure",12,3566579,76.93442,57.91217,1.323
"stationary",1,283696,6.41120,4.60650,1.322
"exist",27,8053672,173.10245,130.77115,1.321
"seven",17,5068718,108.99043,82.30309,1.320
"size",36,10751717,230.80325,174.58054,1.320
"rely",10,2979329,64.11201,48.37672,1.319
"equip",6,1782638,38.46721,28.94551,1.318
"neglect",3,883984,19.23360,14.35365,1.318
"deal",42,12577112,269.27048,204.22032,1.317
"alternatively",2,585057,12.82240,9.49984,1.316
"treasury",1,285362,6.41120,4.63355,1.316
"misunderstand",1,285973,6.41120,4.64347,1.313
"equally",6,1790122,38.46721,29.06703,1.313
"Scale",1,286346,6.41120,4.64953,1.312
"Appendix",1,286569,6.41120,4.65315,1.311
"tool",34,10227663,217.98085,166.07124,1.311
"foreclosure",1,287063,6.41120,4.66117,1.309
"customary",1,287436,6.41120,4.66723,1.308
"implement",18,5430080,115.40163,88.17069,1.305
"expect",44,13334795,282.09286,216.52318,1.301
"remove",32,9723090,205.15845,157.87825,1.298
"underground",4,1203797,25.64481,19.54660,1.297
"extend",16,4860552,102.57922,78.92300,1.296
"contrast",9,2735787,57.70081,44.42222,1.292
"legal",22,6709355,141.04643,108.94286,1.292
"specifically",12,3658432,76.93442,59.40363,1.290
"concrete",6,1826125,38.46721,29.65163,1.288
"pea",1,293031,6.41120,4.75808,1.287
"shareholder",3,914028,19.23360,14.84149,1.277
"startup",3,916081,19.23360,14.87483,1.275
"Austria",2,606426,12.82240,9.84682,1.274
"Systems",6,1846197,38.46721,29.97754,1.274
"affected",2,606905,12.82240,9.85459,1.273
"approve",13,4022298,83.34562,65.31189,1.272
"pertinent",1,298016,6.41120,4.83902,1.269
"newly",6,1853852,38.46721,30.10184,1.269
"relationship",30,9326810,192.33604,151.44368,1.268
"dictate",2,610243,12.82240,9.90879,1.267
"validation",2,610383,12.82240,9.91107,1.267
"wherein",2,610479,12.82240,9.91263,1.267
"Mt",3,922858,19.23360,14.98487,1.266
"accord",45,14030757,288.50409,227.82382,1.265
"Bus",1,299251,6.41120,4.85908,1.265
"NT",1,299482,6.41120,4.86283,1.264
"protocol",6,1861633,38.46721,30.22819,1.264
"prescribe",3,924701,19.23360,15.01479,1.263
"affect",23,7180553,147.45764,116.59393,1.262
"process",72,22545180,461.60651,366.07642,1.260
"public",64,20085658,410.31689,326.14001,1.257
"refined",1,302511,6.41120,4.91201,1.254
"receipt",3,934015,19.23360,15.16603,1.252
"often",54,17024060,346.20490,276.42746,1.252
"Steel",2,619481,12.82240,10.05880,1.250
"widely",7,2199527,44.87841,35.71473,1.250
"specialize",4,1254346,25.64481,20.36739,1.247
"seasoned",1,304646,6.41120,4.94668,1.246
"admittedly",1,305289,6.41120,4.95712,1.244
"completion",5,1575402,32.05601,25.58052,1.244
"subordinate",1,305851,6.41120,4.96624,1.242
"automotive",2,624125,12.82240,10.13420,1.241
"simplify",3,942665,19.23360,15.30648,1.241
"contributor",3,942685,19.23360,15.30681,1.241
"this",939,298881846,6020.11816,4853.08105,1.240
"meter",7,2222986,44.87841,36.09564,1.237
"expand",16,5106760,102.57922,82.92080,1.234
"consultant",5,1588008,32.05601,25.78521,1.234
"Gui",1,309264,6.41120,5.02166,1.231
"ease",6,1913873,38.46721,31.07643,1.230
"dynamics",3,951438,19.23360,15.44893,1.230
"typical",8,2557583,51.28961,41.52864,1.230
"earn",14,4488838,89.75682,72.88731,1.228
"Mining",1,310537,6.41120,5.04233,1.227
"t",8,2564479,51.28961,41.64062,1.226
"detail",35,11287419,224.39206,183.27899,1.223
"static",3,957989,19.23360,15.55531,1.222
"Guinea",1,312502,6.41120,5.07424,1.220
"Base",2,637310,12.82240,10.34829,1.218
"entitlement",1,313567,6.41120,5.09153,1.217
"intended",1,313823,6.41120,5.09569,1.216
"observed",1,313970,6.41120,5.09807,1.215
"cement",2,640933,12.82240,10.40712,1.212
"their",417,136021606,2673.47119,2208.64502,1.210
"debtor",1,315539,6.41120,5.12355,1.210
"payment",17,5550730,108.99043,90.12974,1.207
"currently",28,9158380,179.51364,148.70880,1.206
"ascertain",1,317079,6.41120,5.14856,1.205
"implicit",1,317909,6.41120,5.16203,1.203
"representative",10,3275729,64.11201,53.18951,1.202
"management",32,10525589,205.15845,170.90880,1.199
"term",47,15489238,301.32648,251.50583,1.197
"manage",30,9908984,192.33604,160.89671,1.194
"comply",4,1312699,25.64481,21.31489,1.194
"destine",1,321098,6.41120,5.21381,1.193
"vs.",5,1646165,32.05601,26.72953,1.192
"significantly",9,2972222,57.70081,48.26133,1.192
"breadth",1,322122,6.41120,5.23044,1.190
"reimbursement",1,322217,6.41120,5.23198,1.189
"Hard",1,322959,6.41120,5.24403,1.187
"sake",3,989664,19.23360,16.06963,1.185
"Allan",1,323910,6.41120,5.25947,1.184
"mining",4,1325125,25.64481,21.51666,1.183
"manufacture",6,1993176,38.46721,32.36411,1.183
"over",179,59791791,1147.60510,970.86664,1.182
"conceive",2,659007,12.82240,10.70060,1.181
"plant",29,9702341,185.92485,157.54134,1.179
"coupon",2,660610,12.82240,10.72663,1.179
"Funding",1,325864,6.41120,5.29120,1.178
"any",184,61717871,1179.66113,1002.14130,1.177
"build",63,21174617,403.90570,343.82193,1.174
"Learn",1,327852,6.41120,5.32348,1.172
"intermediate",2,665139,12.82240,10.80017,1.171
"particularly",19,6397036,121.81283,103.87160,1.171
"Version",2,666879,12.82240,10.82842,1.169
"useful",14,4722691,89.75682,76.68449,1.168
"recent",27,9119884,173.10245,148.08372,1.168
"Municipal",1,329627,6.41120,5.35230,1.167
"DS",1,329637,6.41120,5.35247,1.167
"Related",1,330744,6.41120,5.37044,1.163
"furthermore",5,1688617,32.05601,27.41885,1.163
"durable",2,670550,12.82240,10.88803,1.163
"procure",1,331888,6.41120,5.38902,1.160
"answer",31,10568087,198.74725,171.59886,1.157
"preference",5,1698166,32.05601,27.57390,1.157
"usable",1,333242,6.41120,5.41100,1.156
"supplier",6,2042432,38.46721,33.16390,1.155
"representation",6,2044042,38.46721,33.19004,1.154
"Economics",2,676402,12.82240,10.98305,1.153
"nexus",1,334127,6.41120,5.42537,1.153
"differentiation",1,334559,6.41120,5.43239,1.152
"bankruptcy",2,677903,12.82240,11.00742,1.151
"stage",24,8242992,153.86884,133.84523,1.148
"combine",14,4811257,89.75682,78.12257,1.147
"draw",24,8256482,153.86884,134.06427,1.147
"trust",15,5159779,96.16802,83.78168,1.146
"substantial",5,1715944,32.05601,27.86257,1.145
"machinery",2,681828,12.82240,11.07115,1.145
"A.",13,4486671,83.34562,72.85213,1.142
"mileage",1,338747,6.41120,5.50039,1.140
"yes",26,9014394,166.69124,146.37083,1.138
"complicate",2,686867,12.82240,11.15297,1.137
"Index",2,686985,12.82240,11.15489,1.137
"cubic",1,339839,6.41120,5.51812,1.137
"developer",10,3469975,64.11201,56.34357,1.135
"Wave",1,340700,6.41120,5.53210,1.135
"seek",25,8694797,160.28004,141.18140,1.134
"contribution",11,3829376,70.52322,62.17933,1.132
"produce",38,13249640,243.62566,215.14046,1.132
"trade",21,7345742,134.63524,119.27617,1.128
"captive",1,343245,6.41120,5.57343,1.127
"respectively",6,2094288,38.46721,34.00591,1.127
"responsibility",13,4550003,83.34562,73.88048,1.126
"expose",8,2799441,51.28961,45.45580,1.126
"inform",10,3501313,64.11201,56.85242,1.125
"Parliament",4,1399362,25.64481,22.72208,1.123
"hold",64,22548777,410.31689,366.13480,1.120
"inherently",1,345874,6.41120,5.61611,1.120
"generic",3,1051235,19.23360,17.06938,1.120
"comprehend",1,346110,6.41120,5.61995,1.120
"summarize",2,698936,12.82240,11.34894,1.119
"n",9,3168449,57.70081,51.44756,1.119
"Ho",1,346802,6.41120,5.63118,1.118
"Stock",2,702037,12.82240,11.39929,1.115
"Food",5,1767630,32.05601,28.70182,1.113
"toward",13,4617477,83.34562,74.97608,1.110
"Morgan",3,1062748,19.23360,17.25632,1.108
"l",3,1064354,19.23360,17.28240,1.107
"arrangement",7,2494098,44.87841,40.49781,1.106
"contribute",14,4996671,89.75682,81.13323,1.105
"identification",5,1788774,32.05601,29.04514,1.100
"abide",1,353360,6.41120,5.73767,1.100
"expert",17,6108893,108.99043,99.19289,1.098
"key",31,11175537,198.74725,181.46231,1.095
"valid",5,1803387,32.05601,29.28242,1.092
"introduction",9,3251002,57.70081,52.78800,1.091
"high",98,35457158,628.29779,575.73407,1.091
"agency",18,6509730,115.40163,105.70146,1.091
"understand",40,14478110,256.44806,235.08769,1.090
"agricultural",4,1448483,25.64481,23.51968,1.087
"calibration",1,360301,6.41120,5.85037,1.082
"various",31,11316107,198.74725,183.74481,1.081
"Commonwealth",2,727797,12.82240,11.81757,1.078
"demonstrate",13,4756101,83.34562,77.22699,1.078
"downloaded",2,728793,12.82240,11.83375,1.077
"clearly",14,5128128,89.75682,83.26776,1.077
"joint",8,2932203,51.28961,47.61152,1.076
"audit",3,1098193,19.23360,17.83186,1.074
"unclear",2,730802,12.82240,11.86637,1.074
"as",949,348986603,6084.23047,5666.65479,1.074
"successive",1,363949,6.41120,5.90961,1.073
"DJ",2,732211,12.82240,11.88924,1.072
"Germany",10,3678047,64.11201,59.72213,1.072
"lack",19,6992189,121.81283,113.53537,1.072
"might",60,22109077,384.67209,358.99518,1.071
"nor",12,4421581,76.93442,71.79523,1.071
"disposal",2,734496,12.82240,11.92635,1.069
"evaluate",8,2951635,51.28961,47.92705,1.069
"bilateral",1,366918,6.41120,5.95782,1.065
"variance",1,367098,6.41120,5.96074,1.065
"rank",9,3334205,57.70081,54.13901,1.065
"descriptive",1,367301,6.41120,5.96403,1.064
"capacity",13,4832199,83.34562,78.46262,1.061
"compliance",5,1858561,32.05601,30.17830,1.060
"understandable",1,369699,6.41120,6.00297,1.058
"from",653,243837589,4186.51465,3959.30249,1.057
"functioning",1,370528,6.41120,6.01643,1.056
"maritime",1,370816,6.41120,6.02111,1.056
"sell",31,11601802,198.74725,188.38377,1.055
"relatively",8,2995893,51.28961,48.64568,1.053
"United",34,12756499,217.98085,207.13310,1.052
"if",337,126815825,2160.57495,2059.16650,1.049
"commentary",3,1128630,19.23360,18.32608,1.047
"involvement",4,1505939,25.64481,24.45262,1.047
"fundamental",6,2262830,38.46721,36.74260,1.046
"resilient",1,375830,6.41120,6.10252,1.043
"Bureau",3,1133772,19.23360,18.40957,1.042
"performance",32,12126399,205.15845,196.90189,1.042
"Executive",6,2271953,38.46721,36.89074,1.042
"seldom",1,377065,6.41120,6.12258,1.041
"unrelated",1,377315,6.41120,6.12664,1.040
"both",97,36896174,621.88654,599.10004,1.038
"Switzerland",2,759454,12.82240,12.33160,1.037
"reserve",7,2665350,44.87841,43.27850,1.036
"conservative",5,1904719,32.05601,30.92779,1.035
"accept",19,7247999,121.81283,117.68907,1.035
"Paper",2,761510,12.82240,12.36499,1.034
"eventual",1,379982,6.41120,6.16994,1.034
"hard",36,13752420,230.80325,223.30434,1.033
"readiness",1,380587,6.41120,6.17977,1.032
"track",27,10328774,173.10245,167.71301,1.032
"party",34,13007877,217.98085,211.21484,1.032
"needed",1,381572,6.41120,6.19576,1.030
"dominance",1,381703,6.41120,6.19789,1.030
"foundation",7,2685477,44.87841,43.60532,1.029
"buyer",5,1923856,32.05601,31.23853,1.025
"strongly",5,1924605,32.05601,31.25069,1.025
"marginal",1,383774,6.41120,6.23151,1.025
"of",3808,1467843824,24413.85547,23834.05273,1.024
"dam",2,772552,12.82240,12.54428,1.021
"Japan",9,3485934,57.70081,56.60270,1.019
"similarity",2,773852,12.82240,12.56539,1.019
"thereby",3,1168945,19.23360,18.98070,1.013
"aforementioned",1,389429,6.41120,6.32334,1.012
"translate",6,2345562,38.46721,38.08596,1.010
"future",36,14076839,230.80325,228.57207,1.010
"iteration",1,390479,6.41120,6.34039,1.010
"achieve",18,7045389,115.40163,114.39920,1.009
"complementary",1,391050,6.41120,6.34966,1.008
"placement",3,1174482,19.23360,19.07060,1.008
"own",84,32966740,538.54095,535.29602,1.006
"engineering",7,2748452,44.87841,44.62787,1.005
"solar",6,2357441,38.46721,38.27885,1.005
"Casey",1,392700,6.41120,6.37645,1.005
"venture",4,1572945,25.64481,25.54063,1.004
"stake",3,1181034,19.23360,19.17699,1.003
"via",20,7900407,128.22403,128.28252,1.000
"Phoenix",2,790409,12.82240,12.83423,0.999
"tracker",1,395243,6.41120,6.41774,0.999
"characterize",3,1185897,19.23360,19.25595,0.999
"difficult",18,7122421,115.40163,115.65001,0.998
"clear",29,11495129,185.92485,186.65166,0.996
"primarily",6,2380085,38.46721,38.64653,0.995
"d",9,3571184,57.70081,57.98695,0.995
"undermine",2,796907,12.82240,12.93974,0.992
"agriculture",3,1199938,19.23360,19.48394,0.988
"Federal",7,2800149,44.87841,45.46730,0.987
"interest",33,13208460,211.56966,214.47180,0.987
"funding",10,4008388,64.11201,65.08603,0.985
"largely",6,2416924,38.46721,39.24470,0.981
"Target",1,407491,6.41120,6.61662,0.973
"watershed",1,407834,6.41120,6.62219,0.972
"forth",5,2032992,32.05601,33.01062,0.972
"payable",1,408071,6.41120,6.62604,0.972
"Libya",1,408101,6.41120,6.62652,0.972
"narrative",5,2034158,32.05601,33.02955,0.971
"offering",5,2035064,32.05601,33.04427,0.971
"mature",3,1222921,19.23360,19.85713,0.970
"the",7452,3037794198,47776.27734,49326.05078,0.969
"making",2,818568,12.82240,13.29146,0.967
"development",41,16809815,262.85925,272.94864,0.963
"Development",10,4102269,64.11201,66.61041,0.963
"quantity",4,1645009,25.64481,26.71076,0.962
"livelihood",1,413409,6.41120,6.71271,0.961
"intensive",2,825310,12.82240,13.40094,0.960
"ordinary",4,1648176,25.64481,26.76219,0.960
"conjunction",2,825561,12.82240,13.40501,0.960
"Out",1,414147,6.41120,6.72469,0.959
"Line",3,1240219,19.23360,20.13800,0.957
"remain",35,14453192,224.39206,234.68309,0.956
"lever",1,416010,6.41120,6.75494,0.956
"purchasing",1,416095,6.41120,6.75632,0.956
"marine",3,1242851,19.23360,20.18074,0.955
"subject",25,10336469,160.28004,167.83797,0.955
"other",244,100957021,1564.33325,1639.28528,0.954
"agreement",14,5802976,89.75682,94.22557,0.953
"expanded",1,418130,6.41120,6.78937,0.951
"explorer",2,833184,12.82240,13.52879,0.951
"part",91,37898545,583.41937,615.37598,0.948
"confidence",6,2504218,38.46721,40.66214,0.947
"nut",3,1256987,19.23360,20.41027,0.945
"Number",3,1258606,19.23360,20.43656,0.944
"establish",21,8793639,134.63524,142.78633,0.943
"Annual",2,841986,12.82240,13.67171,0.942
"change",90,37777900,577.00818,613.41699,0.941
"mention",22,9253873,141.04643,150.25937,0.939
"axle",1,425187,6.41120,6.90396,0.938
"divert",1,425218,6.41120,6.90446,0.938
"hydraulic",1,425654,6.41120,6.91154,0.937
"December",19,8020132,121.81283,130.22655,0.936
"guideline",6,2537518,38.46721,41.20284,0.935
"timing",3,1271044,19.23360,20.63852,0.935
"document",21,8886053,134.63524,144.28691,0.934
"kg",2,852664,12.82240,13.84509,0.931
"Commission",9,3826435,57.70081,62.13157,0.930
"service",80,33979217,512.89612,551.73608,0.930
"exception",6,2553678,38.46721,41.46524,0.929
"registration",6,2555597,38.46721,41.49640,0.929
"commute",1,429947,6.41120,6.98125,0.929
"draft",7,2983092,44.87841,48.43783,0.928
"stimulate",2,856020,12.82240,13.89959,0.928
"notably",2,856377,12.82240,13.90539,0.927
"operate",20,8527103,128.22403,138.45847,0.927
"government",52,22166504,333.38248,359.92767,0.926
"producer",7,2991401,44.87841,48.57275,0.925
"renew",2,858290,12.82240,13.93645,0.925
"platinum",1,431922,6.41120,7.01331,0.925
"correct",12,5134997,76.93442,83.37930,0.924
"challenge",25,10708288,160.28004,173.87537,0.922
"progress",11,4716458,70.52322,76.58329,0.922
"neither",7,3010696,44.87841,48.88605,0.920
"flaw",2,864557,12.82240,14.03821,0.919
"on",940,404211703,6026.52979,6563.37012,0.918
"resort",4,1726322,25.64481,28.03108,0.918
"revisit",1,435959,6.41120,7.07887,0.917
"circumstance",7,3027310,44.87841,49.15582,0.915
"driver",13,5625419,83.34562,91.34250,0.913
"Brazil",3,1305401,19.23360,21.19639,0.912
"aim",14,6082071,89.75682,98.75737,0.910
"impossible",6,2615228,38.46721,42.46465,0.908
"large",59,25677208,378.26089,416.93256,0.907
"variant",3,1313510,19.23360,21.32806,0.906
"oblige",1,442204,6.41120,7.18027,0.906
"Zero",1,443201,6.41120,7.19646,0.904
"money",33,14428599,211.56966,234.28375,0.903
"rough",3,1318306,19.23360,21.40594,0.903
"Local",2,881742,12.82240,14.31725,0.902
"entail",1,444206,6.41120,7.21278,0.902
"inclusive",2,883933,12.82240,14.35282,0.900
"set",72,31609266,461.60651,513.25409,0.900
"qualify",6,2644289,38.46721,42.93653,0.898
"routinely",1,447074,6.41120,7.25935,0.897
"guarantee",7,3088074,44.87841,50.14247,0.897
"less",38,16763819,243.62566,272.20181,0.895
"surge",2,891234,12.82240,14.47137,0.893
"start-up",1,450170,6.41120,7.30962,0.892
"strategy",17,7536592,108.99043,122.37508,0.892
"subsequently",3,1338445,19.23360,21.73294,0.890
"maintenance",7,3118976,44.87841,50.64424,0.888
"and",3490,1552459468,22375.09375,25207.99414,0.888
"association",7,3122090,44.87841,50.69480,0.887
"der",1,453953,6.41120,7.37104,0.885
"generation",11,4920162,70.52322,79.89091,0.884
"Oxford",3,1347732,19.23360,21.88374,0.884
"temporal",1,455590,6.41120,7.39762,0.883
"Workers",1,455608,6.41120,7.39792,0.883
"forest",7,3146585,44.87841,51.09254,0.881
"restriction",5,2250846,32.05601,36.54802,0.880
"St",6,2704547,38.46721,43.91497,0.879
"mirror",4,1806418,25.64481,29.33164,0.878
"senior",9,4065351,57.70081,66.01096,0.876
"review",28,12697332,179.51364,206.17238,0.871
"lastly",1,463544,6.41120,7.52678,0.869
"creditor",1,466081,6.41120,7.56797,0.865
"entire",16,7325941,102.57922,118.95466,0.863
"Netherlands",2,924826,12.82240,15.01682,0.863
"provincial",2,925886,12.82240,15.03403,0.862
"visualization",1,468415,6.41120,7.60587,0.861
"Security",6,2764784,38.46721,44.89306,0.860
"guide",13,5986042,83.34562,97.19810,0.859
"Council",13,5986549,83.34562,97.20633,0.859
"phase",9,4152676,57.70081,67.42890,0.858
"beyond",14,6456782,89.75682,104.84172,0.857
"flagship",1,470722,6.41120,7.64333,0.857
"generous",2,932003,12.82240,15.13336,0.857
"frequent",3,1392864,19.23360,22.61657,0.857
"Agricultural",1,472680,6.41120,7.67512,0.854
"commission",6,2783758,38.46721,45.20115,0.854
"confidential",1,472888,6.41120,7.67850,0.854
"Spain",4,1860731,25.64481,30.21354,0.854
"doubt",9,4176770,57.70081,67.82012,0.853
"FL",1,476344,6.41120,7.73462,0.848
"local",42,19556967,269.27048,317.55542,0.848
"calculator",1,476681,6.41120,7.74009,0.848
"date",30,13998221,192.33604,227.29552,0.847
"Equipment",1,477503,6.41120,7.75343,0.847
"whether",30,14020997,192.33604,227.66534,0.845
"Private",1,479071,6.41120,7.77889,0.844
"distribution",8,3757130,51.28961,61.00624,0.843
"foster",3,1423821,19.23360,23.11923,0.839
"weight",12,5660002,76.93442,91.90404,0.839
"partially",2,955019,12.82240,15.50708,0.837
"unwanted",1,483620,6.41120,7.85276,0.837
"oversee",2,957179,12.82240,15.54215,0.836
"slight",3,1430709,19.23360,23.23108,0.835
"decide",23,10891947,147.45764,176.85751,0.835
"pledge",2,958466,12.82240,15.56305,0.835
"emergence",1,485368,6.41120,7.88114,0.834
"on-site",1,485474,6.41120,7.88286,0.834
"acquire",7,3328657,44.87841,54.04893,0.833
"which",266,126036856,1705.37964,2046.51807,0.833
"cite",6,2855193,38.46721,46.36107,0.833
"cyber",1,486182,6.41120,7.89436,0.833
"imperative",1,486329,6.41120,7.89675,0.833
"perspective",8,3804533,51.28961,61.77594,0.833
"B.",5,2383093,32.05601,38.69537,0.833
"firstly",1,487320,6.41120,7.91284,0.832
"Limited",2,962541,12.82240,15.62922,0.831
"intuitive",1,488603,6.41120,7.93367,0.830
"number",64,30511225,410.31689,495.42471,0.829
"Gold",3,1443684,19.23360,23.44176,0.828
"its",165,78737173,1057.84827,1278.49146,0.828
"when",217,103727704,1391.23071,1684.27417,0.826
"manufacturer",7,3361422,44.87841,54.58094,0.825
"deployment",2,970624,12.82240,15.76047,0.825
"decline",7,3366909,44.87841,54.67004,0.824
"to",2943,1410406389,18868.16602,22901.41211,0.824
"also",210,100667373,1346.35229,1634.58215,0.824
"more",263,126296214,1686.14600,2050.72925,0.822
"support",72,34633754,461.60651,562.36407,0.821
"none",8,3866189,51.28961,62.77708,0.820
"manner",7,3385723,44.87841,54.97553,0.820
